1535927997.5146,-1.246383,0.743576,-3.519746,
1535927997.5167,-1.25372,0.7396,-3.508851,
1535927997.5189,-1.260283,0.743135,-3.478481,
1535927997.5205,-1.273725,0.749879,-3.467887,
1535927997.5227,-1.287533,0.749044,-3.468018,
1535927997.5249,-1.287218,0.748765,-3.468118,
1535927997.5266,-1.287085,0.740856,-3.468707,
1535927997.5288,-1.280253,0.737238,-3.478479,
1535927997.5309,-1.266606,0.730453,-3.48933,
1535927997.5326,-1.245879,0.719958,-3.478862,
1535927997.5348,-1.21789,0.697647,-3.468362,
1535927997.5369,-1.210918,0.694174,-3.447201,
1535927997.5386,-1.218041,0.690399,-3.438077,
1535927997.5408,-1.238686,0.685257,-3.417178,
1535927997.5424,-1.244867,0.680185,-3.406553,
1535927997.5446,-1.258683,0.679567,-3.406971,
1535927997.5468,-1.257815,0.662938,-3.396343,
1535927997.5485,-1.264587,0.658444,-3.406503,
1535927997.5506,-1.271642,0.646341,-3.417025,
1535927997.5528,-1.257212,0.646834,-3.41738,
1535927997.5545,-1.242882,0.639207,-3.406061,
1535927997.5567,-1.235682,0.643628,-3.406908,
1535927997.5589,-1.235047,0.651125,-3.375585,
1535927997.5605,-1.234358,0.658208,-3.364672,
1535927997.5627,-1.247629,0.672815,-3.344609,
1535927997.5649,-1.26885,0.691695,-3.33369,
1535927997.5665,-1.261556,0.703333,-3.333344,
1535927997.5687,-1.255235,0.724157,-3.33404,
1535927997.5709,-1.249657,0.753457,-3.344441,
1535927997.5726,-1.223003,0.77156,-3.354391,
1535927997.5748,-1.19735,0.798596,-3.353377,
1535927997.5764,-1.164256,0.821445,-3.351841,
1535927997.5786,-1.139139,0.849251,-3.341777,
1535927997.5808,-1.120785,0.888082,-3.31981,
1535927997.5825,-1.094697,0.930579,-3.298473,
1535927997.5846,-1.097867,0.980525,-3.307502,
1535927997.5868,-1.079822,1.02756,-3.296694,
1535927997.5884,-1.061525,1.066215,-3.295296,
1535927997.5907,-1.030287,1.122334,-3.304395,
1535927997.5928,-0.985134,1.162854,-3.333182,
1535927997.5945,-0.953768,1.20314,-3.331612,
1535927997.5967,-0.901899,1.241102,-3.320369,
1535927997.5988,-0.856981,1.274406,-3.329235,
1535927997.6005,-0.832189,1.302248,-3.317559,
1535927997.6027,-0.807703,1.330151,-3.305496,
1535927997.6049,-0.775169,1.361443,-3.294163,
1535927997.6065,-0.763639,1.387922,-3.293181,
1535927997.6087,-0.745482,1.410825,-3.301713,
1535927997.6109,-0.713068,1.426375,-3.310802,
1535927997.6125,-0.694439,1.433419,-3.32077,
1535927997.6148,-0.654611,1.44499,-3.319132,
1535927997.6169,-0.614842,1.44892,-3.328606,
1535927997.6186,-0.588381,1.451685,-3.328075,
1535927997.6208,-0.568596,1.442026,-3.317309,
1535927997.6229,-0.548104,1.439461,-3.306122,
1535927997.6246,-0.541158,1.427924,-3.305991,
1535927997.6268,-0.548047,1.415759,-3.295785,
1535927997.6285,-0.547842,1.415718,-3.296043,
1535927997.6306,-0.540114,1.395724,-3.307192,
1535927997.6328,-0.539754,1.379642,-3.306987,
1535927997.6345,-0.539557,1.379817,-3.307532,
1535927997.6367,-0.524914,1.356175,-3.318089,
1535927997.6388,-0.517506,1.328535,-3.317881,
1535927997.6405,-0.509965,1.316864,-3.30803,
1535927997.6427,-0.516152,1.288131,-3.307923,
1535927997.6449,-0.52902,1.278994,-3.298895,
1535927997.6465,-0.54159,1.261427,-3.267928,
1535927997.6487,-0.56058,1.239123,-3.258939,
1535927997.6509,-0.573036,1.237369,-3.259884,
1535927997.6525,-0.578621,1.223891,-3.270774,
1535927997.6547,-0.576976,1.206486,-3.281172,
1535927997.6569,-0.583185,1.185885,-3.282118,
1535927997.6585,-0.58283,1.177485,-3.291657,
1535927997.6608,-0.575174,1.157894,-3.271903,
1535927997.6629,-0.574602,1.141554,-3.271668,
1535927997.6646,-0.58126,1.129141,-3.271925,
1535927997.6668,-0.58707,1.123966,-3.24083,
1535927997.6685,-0.60009,1.122728,-3.220719,
1535927997.6706,-0.612821,1.113147,-3.221738,
1535927997.6728,-0.63287,1.0996,-3.222355,
1535927997.6745,-0.632009,1.098793,-3.233017,
1535927997.6766,-0.638436,1.086132,-3.243737,
1535927997.6788,-0.637806,1.061697,-3.254168,
1535927997.6805,-0.637646,1.037974,-3.243959,
1535927997.6827,-0.637255,1.014003,-3.244214,
1535927997.6849,-0.636368,0.997384,-3.244078,
1535927997.6866,-0.642525,0.984641,-3.2342,
1535927997.6887,-0.655355,0.97567,-3.19411,
1535927997.6909,-0.66775,0.957678,-3.194175,
1535927997.6926,-0.673541,0.952514,-3.173572,
1535927997.6947,-0.67955,0.939553,-3.184521,
1535927997.6969,-0.685745,0.926643,-3.205705,
1535927997.6986,-0.699508,0.910005,-3.205531,
1535927997.7008,-0.70593,0.889662,-3.206507,
1535927997.7029,-0.70557,0.87358,-3.206301,
1535927997.7046,-0.704517,0.856899,-3.185438,
1535927997.7067,-0.717539,0.839925,-3.187105,
1535927997.7089,-0.729798,0.829761,-3.165982,
1535927997.7107,-0.742504,0.828244,-3.145971,
1535927997.7128,-0.754766,0.826221,-3.136394,
1535927997.7145,-0.760583,0.812992,-3.13682,
1535927997.7167,-0.772978,0.795001,-3.136886,
1535927997.7188,-0.779063,0.781853,-3.157911,
1535927997.7204,-0.785591,0.769213,-3.168503,
