1535928126.3456,-1.779488,0.823871,-7.854182,
1535928126.3478,-1.792731,0.838272,-7.844324,
1535928126.3494,-1.79978,0.849829,-7.844327,
1535928126.3516,-1.799356,0.849313,-7.844268,
1535928126.3538,-1.79912,0.841383,-7.844986,
1535928126.3554,-1.792283,0.830083,-7.845013,
1535928126.3577,-1.772356,0.812283,-7.843816,
1535928126.3598,-1.724504,0.787819,-7.873978,
1535928126.3615,-1.711073,0.765096,-7.904836,
1535928126.3637,-1.717958,0.76025,-7.956135,
1535928126.3653,-1.759473,0.773599,-7.988182,
1535928126.3675,-1.800093,0.785849,-7.99803,
1535928126.3697,-1.827391,0.800096,-7.978414,
1535928126.3714,-1.840756,0.798755,-7.988979,
1535928126.3735,-1.854077,0.805488,-7.989007,
1535928126.3757,-1.859681,0.792001,-7.989404,
1535928126.3774,-1.859739,0.800096,-7.978738,
1535928126.3796,-1.832413,0.794373,-7.979125,
1535928126.3817,-1.798604,0.79261,-8.029703,
1535928126.3834,-1.792143,0.804702,-8.080948,
1535928126.3856,-1.813311,0.838775,-8.111443,
1535928126.3878,-1.848184,0.903335,-8.141424,
1535928126.3894,-1.870125,0.95438,-8.130916,
1535928126.3917,-1.871658,1.018496,-8.140589,
1535928126.3938,-1.874527,1.076077,-8.150484,
1535928126.3954,-1.862833,1.126243,-8.161322,
1535928126.3977,-1.845722,1.189488,-8.180198,
1535928126.3998,-1.801338,1.239298,-8.158237,
1535928126.4015,-1.743089,1.289973,-8.167623,
1535928126.4037,-1.686003,1.348836,-8.227465,
1535928126.4054,-1.655198,1.412564,-8.287349,
1535928126.4075,-1.660659,1.511675,-8.317296,
1535928126.4098,-1.672905,1.629943,-8.336391,
1535928126.4114,-1.66387,1.721366,-8.334291,
1535928126.4136,-1.635516,1.827374,-8.333047,
1535928126.4157,-1.600676,1.937933,-8.341015,
1535928126.4174,-1.564348,2.015785,-8.360618,
1535928126.4196,-1.501575,2.103857,-8.378655,
1535928126.4218,-1.425968,2.186342,-8.3766,
1535928126.4234,-1.355646,2.246773,-8.415543,
1535928126.4256,-1.292815,2.310997,-8.47529,
1535928126.4278,-1.278197,2.400015,-8.536125,
1535928126.4294,-1.296709,2.4819,-8.555733,
1535928126.4317,-1.309375,2.593003,-8.565143,
1535928126.4338,-1.300957,2.677085,-8.552812,
1535928126.4355,-1.284618,2.74903,-8.56192,
1535928126.4377,-1.261918,2.833677,-8.581164,
1535928126.4399,-1.238924,2.886693,-8.590789,
1535928126.4415,-1.207628,2.91911,-8.589551,
1535928126.4437,-1.156246,2.949489,-8.587679,
1535928126.4459,-1.09712,2.959294,-8.648428,
1535928126.4475,-1.064167,2.966263,-8.699602,
1535928126.4498,-1.079786,2.9985,-8.731067,
1535928126.4519,-1.108105,3.028545,-8.740433,
1535928126.4536,-1.122641,3.060092,-8.741262,
1535928126.4557,-1.137284,3.083734,-8.730705,
1535928126.4573,-1.137754,3.100054,-8.731069,
1535928126.4596,-1.13778,3.10026,-8.720863,
1535928126.4617,-1.123585,3.084806,-8.730732,
1535928126.4634,-1.102917,3.06667,-8.731376,
1535928126.4656,-1.054224,3.025783,-8.740704,
1535928126.4677,-1.011642,2.987562,-8.781855,
