1535933687.6509,-0.91849,0.857651,-3.392201,
1535933687.6524,-0.918407,0.85762,-3.381837,
1535933687.6547,-0.925378,0.845486,-3.381995,
1535933687.6568,-0.91102,0.838112,-3.382681,
1535933687.6585,-0.904502,0.834773,-3.392354,
1535933687.6607,-0.883877,0.824299,-3.381757,
1535933687.6629,-0.877572,0.821219,-3.391459,
1535933687.6644,-0.87052,0.825857,-3.371479,
1535933687.6668,-0.884374,0.825219,-3.350912,
1535933687.6689,-0.897732,0.831932,-3.329955,
1535933687.6705,-0.918584,0.834973,-3.320344,
1535933687.6727,-0.953405,0.845295,-3.300069,
1535933687.6749,-1.002542,0.85533,-3.290348,
1535933687.6766,-1.043979,0.860724,-3.300773,
1535933687.6787,-1.113556,0.881181,-3.291414,
1535933687.6804,-1.190154,0.91299,-3.292264,
1535933687.6827,-1.32265,0.981924,-3.294291,
1535933687.6848,-1.459334,1.043432,-3.275064,
1535933687.687,-1.615618,1.114563,-3.247101,
1535933687.6886,-1.794114,1.213733,-3.208036,
1535933687.6908,-2.026754,1.339408,-3.178778,
1535933687.6925,-2.211063,1.440295,-3.149788,
1535933687.6946,-2.45726,1.596256,-3.131577,
1535933687.6969,-2.753229,1.770491,-3.11319,
1535933687.699,-2.98355,1.916387,-3.103576,
1535933687.7008,-3.188527,2.051017,-3.094946,
1535933687.7029,-3.477959,2.253282,-3.086684,
1535933687.7045,-3.648047,2.385014,-3.086929,
1535933687.7067,-3.867554,2.550513,-3.07704,
1535933687.7089,-4.059413,2.709793,-3.067349,
1535933687.7105,-4.18966,2.838175,-3.057534,
1535933687.7127,-4.356446,3.009689,-3.057393,
1535933687.7148,-4.389998,3.095737,-3.077042,
1535933687.7165,-4.399112,3.163893,-3.11817,
1535933687.7187,-4.340192,3.197618,-3.16843,
1535933687.7209,-4.147813,3.16158,-3.227452,
1535933687.7226,-3.977887,3.122705,-3.26597,
1535933687.7248,-3.783922,3.097147,-3.324391,
1535933687.7269,-3.531959,3.024406,-3.361388,
1535933687.7286,-3.31313,2.944401,-3.399938,
1535933687.7308,-3.076303,2.896666,-3.4066,
1535933687.7324,-2.901386,2.848774,-3.424554,
1535933687.7346,-2.636085,2.753703,-3.451012,
1535933687.7368,-2.385555,2.682356,-3.508626,
1535933687.7389,-2.16401,2.63457,-3.556031,
1535933687.7407,-1.953492,2.574921,-3.603931,
1535933687.7428,-1.725066,2.531392,-3.641016,
1535933687.7445,-1.544298,2.511912,-3.689465,
1535933687.7467,-1.309655,2.488767,-3.725317,
1535933687.7488,-1.067932,2.461783,-3.782631,
1535933687.7504,-0.887496,2.458309,-3.79871,
1535933687.7526,-0.668003,2.459354,-3.834428,
1535933687.7548,-0.441555,2.449104,-3.871527,
1535933687.7565,-0.248151,2.43901,-3.918541,
1535933687.7587,-0.023402,2.445974,-3.975079,
1535933687.7608,0.21547,2.453493,-4.031585,
1535933687.7625,0.40834,2.444153,-4.078817,
1535933687.7647,0.655004,2.431637,-4.125616,
1535933687.7669,0.895006,2.414391,-4.182417,
1535933687.7685,1.07467,2.403864,-4.219773,
1535933687.7707,1.302515,2.376432,-4.255581,
1535933687.7729,1.517313,2.339699,-4.292308,
1535933687.7745,1.67151,2.302086,-4.320443,
1535933687.7767,1.859781,2.255163,-4.369099,
1535933687.7789,2.056517,2.18699,-4.427145,
1535933687.7806,2.191707,2.118776,-4.476301,
1535933687.7827,2.355155,2.028023,-4.546405,
1535933687.785,2.512915,1.94769,-4.617038,
1535933687.7866,2.629766,1.864089,-4.677355,
1535933687.7888,2.753959,1.776767,-4.748087,
1535933687.7905,2.83001,1.706516,-4.789306,
1535933687.7926,2.928172,1.60823,-4.850766,
1535933687.7948,2.999161,1.507769,-4.922922,
1535933687.7965,3.034806,1.449969,-4.975759,
1535933687.7986,3.070908,1.375017,-5.067699,
1535933687.8008,3.099676,1.312155,-5.171548,
1535933687.8025,3.107651,1.259974,-5.254674,
1535933687.8047,3.11644,1.207184,-5.327764,
1535933687.8068,3.125654,1.153878,-5.400796,
1535933687.8085,3.120288,1.108437,-5.46419,
1535933687.8106,3.123277,1.041984,-5.537132,
1535933687.8129,3.09062,0.994821,-5.611669,
1535933687.8145,3.058415,0.962671,-5.674574,
1535933687.8167,2.991601,0.924849,-5.738952,
1535933687.8189,2.918181,0.898077,-5.813767,
1535933687.8205,2.857691,0.872937,-5.867295,
1535933687.8227,2.790289,0.858764,-5.982921,
1535933687.8249,2.729961,0.856705,-6.098518,
1535933687.8266,2.675725,0.851969,-6.171798,
1535933687.8288,2.628936,0.850972,-6.255815,
1535933687.8309,2.574958,0.845782,-6.349765,
1535933687.8326,2.52815,0.829169,-6.402286,
1535933687.8348,2.475097,0.823131,-6.486041,
1535933687.837,2.393285,0.824211,-6.590027,
1535933687.8386,2.33919,0.835227,-6.653378,
1535933687.8408,2.271302,0.844828,-6.768332,
1535933687.8425,2.217104,0.855865,-6.831554,
1535933687.8446,2.142296,0.86119,-6.935843,
1535933687.8468,2.074123,0.871454,-7.019923,
1535933687.8485,2.033551,0.875235,-7.081704,
1535933687.8506,1.978636,0.894543,-7.164836,
1535933687.8528,1.930667,0.902313,-7.247836,
1535933687.8545,1.896352,0.911352,-7.310166,
1535933687.8567,1.855468,0.931609,-7.35187,
1535933687.8588,1.800057,0.967443,-7.42516,
1535933687.8605,1.744648,0.995135,-7.486906,
1535933687.8627,1.675751,1.029638,-7.560139,
1535933687.8649,1.628377,1.068632,-7.623379,
1535933687.8665,1.587394,1.096375,-7.674412,
1535933687.8687,1.546436,1.132051,-7.747196,
1535933687.8709,1.490667,1.175826,-7.809147,
1535933687.8726,1.448499,1.213011,-7.861251,
1535933687.8748,1.427828,1.246164,-7.922591,
1535933687.8769,1.399636,1.275852,-7.985071,
1535933687.8786,1.364179,1.309431,-8.036326,
1535933687.8808,1.321961,1.370101,-8.09848,
1535933687.8825,1.286609,1.411124,-8.159321,
1535933687.8846,1.244718,1.463617,-8.211542,
1535933687.8867,1.188248,1.523959,-8.263394,
1535933687.8885,1.152957,1.557477,-8.293921,
1535933687.8906,1.1178,1.598691,-8.34604,
1535933687.8928,1.075063,1.644076,-8.386834,
1535933687.8945,1.032137,1.682047,-8.428405,
1535933687.8967,0.982659,1.715049,-8.47982,
1535933687.8989,0.955001,1.728376,-8.52108,
1535933687.9005,0.92012,1.76181,-8.552122,
1535933687.9027,0.857197,1.809698,-8.604489,
1535933687.9049,0.794893,1.832923,-8.656507,
1535933687.9065,0.768365,1.845362,-8.68783,
1535933687.9087,0.705916,1.893126,-8.719856,
1535933687.9109,0.636074,1.936737,-8.761556,
1535933687.9125,0.609306,1.949641,-8.782704,
1535933687.9147,0.553733,1.978,-8.81493,
1535933687.9169,0.51959,2.010639,-8.846013,
1535933687.9186,0.492186,2.024318,-8.867248,
1535933687.9207,0.472197,2.049624,-8.89876,
1535933687.9229,0.423751,2.074076,-8.930364,
1535933687.9246,0.367792,2.118708,-8.961857,
1535933687.9268,0.327424,2.138201,-8.992851,
