1536088968.1216,-0.721795,0.891961,-6.696613,
1536088968.1238,-0.722212,0.892261,-6.696385,
1536088968.1259,-0.715926,0.889171,-6.695594,
1536088968.1277,-0.702201,0.890036,-6.705827,
1536088968.1298,-0.674744,0.875944,-6.705002,
1536088968.132,-0.654702,0.865831,-6.714904,
1536088968.1337,-0.648052,0.878461,-6.714934,
1536088968.1358,-0.669192,0.881574,-6.715429,
1536088968.138,-0.68942,0.891739,-6.715761,
1536088968.1397,-0.702247,0.890233,-6.685129,
1536088968.1418,-0.722656,0.892768,-6.685951,
1536088968.144,-0.729227,0.887789,-6.685302,
1536088968.1457,-0.722148,0.89222,-6.675528,
1536088968.1479,-0.722758,0.892788,-6.685822,
1536088968.1499,-0.702035,0.889975,-6.685099,
1536088968.1517,-0.688703,0.883468,-6.695851,
1536088968.1539,-0.66787,0.880417,-6.69497,
1536088968.156,-0.689382,0.891905,-6.684699,
1536088968.1577,-0.69559,0.902646,-6.684871,
1536088968.1599,-0.722911,0.900687,-6.67474,
1536088968.162,-0.743082,0.911028,-6.654504,
1536088968.1637,-0.749682,0.914398,-6.655195,
1536088968.1659,-0.749914,0.914646,-6.644732,
1536088968.1677,-0.743101,0.911018,-6.644011,
1536088968.1697,-0.729505,0.912111,-6.643909,
1536088968.1719,-0.709231,0.90175,-6.664275,
1536088968.1736,-0.68872,0.899195,-6.663581,
1536088968.1757,-0.675143,0.900278,-6.652987,
1536088968.1779,-0.696264,0.903401,-6.663974,
1536088968.1796,-0.716807,0.913845,-6.664208,
1536088968.1817,-0.729505,0.912111,-6.643909,
1536088968.1839,-0.749645,0.914564,-6.624133,
1536088968.1856,-0.763485,0.921617,-6.623804,
1536088968.1878,-0.756508,0.92607,-6.613901,
1536088968.19,-0.749876,0.914812,-6.61367,
1536088968.1917,-0.736363,0.915936,-6.623932,
1536088968.1938,-0.71609,0.905574,-6.644298,
1536088968.1959,-0.695515,0.902978,-6.622747,
1536088968.1977,-0.702961,0.914845,-6.633015,
1536088968.1999,-0.723606,0.92531,-6.633119,
1536088968.2019,-0.743719,0.927555,-6.623548,
1536088968.2037,-0.756732,0.926101,-6.60315,
1536088968.2058,-0.777301,0.936752,-6.593178,
1536088968.208,-0.77732,0.936742,-6.582685,
1536088968.2097,-0.777718,0.937051,-6.59295,
1536088968.2119,-0.763807,0.937865,-6.592947,
1536088968.214,-0.743265,0.927422,-6.592714,
1536088968.2157,-0.73714,0.916711,-6.602906,
1536088968.2179,-0.723647,0.917825,-6.602676,
1536088968.2196,-0.723356,0.925218,-6.602027,
1536088968.2218,-0.744027,0.935889,-6.591926,
1536088968.224,-0.763936,0.938093,-6.582613,
1536088968.2257,-0.776949,0.936639,-6.562215,
1536088968.2278,-0.783337,0.93975,-6.562877,
1536088968.23,-0.783568,0.939998,-6.552414,
1536088968.2316,-0.776839,0.936401,-6.562057,
1536088968.2339,-0.763557,0.937773,-6.561856,
1536088968.236,-0.743329,0.927608,-6.561523,
1536088968.2377,-0.730048,0.92898,-6.561322,
1536088968.2399,-0.737906,0.933466,-6.561616,
